Label,Text
1,"Subject: Interview Success – DevOps Engineer at Oracle

Dear Sydney Smith,

Great news! Good news!

You're joining us as our next DevOps Engineer at Oracle.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Best regards,

Emily Thompson
Recruitment Office – Oracle"
1,"Subject: Interview Success – DevOps Engineer at Microsoft

Dear Taylor Lee,

You’re in! The role of DevOps Engineer at Microsoft is yours.

Next steps will include your offer package and our onboarding guide.

Warm regards,

Sophie Patel
Microsoft Onboarding Desk"
0,"Subject: Interview Decision – Product Manager at Atlassian

Hello Sydney Brown,

Unfortunately, we’ve chosen to move forward with other applicants at this time. Your interview for Product Manager at Atlassian was appreciated.

Kindly,

Sophie Patel
Atlassian Recruitment"
1,"Subject: Interview Success – IT Support Specialist at Amazon

Hi Morgan Lee,

After a detailed evaluation process, you’ve emerged as the final candidate for the IT Support Specialist role at Amazon.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Sincerely,

Emily Thompson
Amazon Hiring Team"
0,"Subject: Interview Decision – DevOps Engineer at Atlassian

Dear Casey Walker,

We appreciate your application for the DevOps Engineer position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Atlassian.

Warm regards,

David Chen
Atlassian Recruiting Office"
0,"Subject: Regarding Your Interview – Cloud Engineer Role

Hello Casey Smith,

We truly appreciate your interest in joining Amazon as a Cloud Engineer.
After thorough evaluation, we will not be extending an offer at this time.
We wish you all the best in your career journey.

Sincerely,

Sophie Patel
People & Culture – Amazon"
1,"Subject: Interview Success – Data Analyst at Google

Hi Morgan Brown,

You’ve passed every interview round and impressed each of our panel members. We’d be honored to welcome you as a Data Analyst at Google.

Let’s get started! You’ll be receiving your onboarding steps within the next 48 hours.

Best regards,

David Chen
People & Culture – Google"
0,"Subject: Interview Decision – Software Engineer at Atlassian

Hi Sydney Walker,

Following the final stage of interviews, we regret to inform you that you were not selected for the Software Engineer role.
We hope you’ll consider applying to future openings.

Warm regards,

Emily Thompson
Atlassian Hiring Team"
1,"Subject: Interview Success – DevOps Engineer at Adobe

Hi Jordan Lee,

You’ve passed every interview round and impressed each of our panel members. We’d be honored to welcome you as a DevOps Engineer at Adobe.

Let’s get started! You’ll be receiving your onboarding steps within the next 48 hours.

Sincerely,

David Chen
People & Culture – Adobe"
0,"Subject: Interview Decision – IT Support Specialist at Amazon

Hello Jordan Brown,

Unfortunately, we’ve chosen to move forward with other applicants at this time. Your interview for IT Support Specialist at Amazon was appreciated.

Cheers,

Liam Nguyen
Amazon Recruitment"
0,"Subject: Interview Decision – DevOps Engineer at Adobe

Hi Alex Lee,

We enjoyed speaking with you but will not be offering you the position of DevOps Engineer at this time.
We appreciate your time and wish you well in your career journey.

Best regards,

Liam Nguyen
Adobe People Operations"
0,"Subject: Interview Decision – IT Support Specialist at Meta

Hi Casey Lee,

We enjoyed speaking with you but will not be offering you the position of IT Support Specialist at this time.
We appreciate your time and wish you well in your career journey.

Warm regards,

Amanda Lee
Meta People Operations"
1,"Subject: Interview Success – DevOps Engineer at Oracle

Hi Morgan Smith,

After a detailed evaluation process, you’ve emerged as the final candidate for the DevOps Engineer role at Oracle.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Sincerely,

David Chen
Oracle Hiring Team"
1,"Subject: Interview Success – Software Engineer at Adobe

Dear Taylor Johnson,

You’re in! The role of Software Engineer at Adobe is yours.

Next steps will include your offer package and our onboarding guide.

Warm regards,

Amanda Lee
Adobe Onboarding Desk"
1,"Subject: Interview Success – Software Engineer at Oracle

Dear Taylor Walker,

Great news! Good news!

You're joining us as our next Software Engineer at Oracle.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Best regards,

Liam Nguyen
Recruitment Office – Oracle"
1,"Subject: Interview Success – Data Analyst at Microsoft

Dear Sydney Brown,

You’re in! The role of Data Analyst at Microsoft is yours.

Next steps will include your offer package and our onboarding guide.

Cheers,

Sophie Patel
Microsoft Onboarding Desk"
1,"Subject: Interview Success – AI Researcher at Meta

Dear Alex Smith,

Great news! Good news!

You're joining us as our next AI Researcher at Meta.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Best regards,

David Chen
Recruitment Office – Meta"
1,"Subject: Interview Success – Software Engineer at Amazon

Taylor Smith,

We’d like to formally offer you the Software Engineer position at Amazon.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Sincerely,

Liam Nguyen
Amazon Team"
0,"Subject: Interview Outcome – Adobe

Dear Sydney Walker,

Thank you for taking the time to interview for the UI/UX Designer role at Adobe.
After careful consideration, we regret to inform you that we have decided not to proceed with your application.

Warm regards,

Daniel Garcia
Adobe Recruitment Team"
1,"Subject: Interview Success – Product Manager at Adobe

Dear Taylor Johnson,

Great news! Good news!

You're joining us as our next Product Manager at Adobe.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Kindly,

David Chen
Recruitment Office – Adobe"
0,"Subject: Interview Decision – Data Analyst at Microsoft

Hi Taylor Brown,

Following the final stage of interviews, we regret to inform you that you were not selected for the Data Analyst role.
We hope you’ll consider applying to future openings.

Best regards,

David Chen
Microsoft Hiring Team"
0,"Subject: Interview Decision – AI Researcher at Microsoft

Hello Taylor Brown,

Unfortunately, we’ve chosen to move forward with other applicants at this time. Your interview for AI Researcher at Microsoft was appreciated.

Cheers,

Sophie Patel
Microsoft Recruitment"
1,"Subject: Interview Success – DevOps Engineer at Meta

Dear Morgan Smith,

You’re in! The role of DevOps Engineer at Meta is yours.

Next steps will include your offer package and our onboarding guide.

Cheers,

Amanda Lee
Meta Onboarding Desk"
1,"Subject: Interview Success – Product Manager at Adobe

Hi Jordan Smith,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of Product Manager.

Expect formal documents from HR soon.

Kindly,

Liam Nguyen
Recruitment – Adobe"
0,"Subject: Recruitment Update – IBM

Hi Casey Walker,

Unfortunately, you were not selected for the UI/UX Designer position.
We appreciate the opportunity to learn about your experience and encourage you to explore future openings.

Kind regards,

Emily Thompson
HR – IBM"
1,"Subject: Interview Success – Data Analyst at Meta

Hi Alex Brown,

After a detailed evaluation process, you’ve emerged as the final candidate for the Data Analyst role at Meta.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Sincerely,

Sophie Patel
Meta Hiring Team"
1,"Subject: Interview Success – Software Engineer at IBM

Hi Casey Smith,

After a detailed evaluation process, you’ve emerged as the final candidate for the Software Engineer role at IBM.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Cheers,

Liam Nguyen
IBM Hiring Team"
0,"Subject: Interview Decision – Product Manager at IBM

Hello Sydney Johnson,

Unfortunately, we’ve chosen to move forward with other applicants at this time. Your interview for Product Manager at IBM was appreciated.

Sincerely,

Sophie Patel
IBM Recruitment"
1,"Subject: Interview Success – Product Manager at Oracle

Hi Taylor Johnson,

After a detailed evaluation process, you’ve emerged as the final candidate for the Product Manager role at Oracle.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Cheers,

Liam Nguyen
Oracle Hiring Team"
1,"Subject: Interview Success – DevOps Engineer at Oracle

Sydney Smith,

We’d like to formally offer you the DevOps Engineer position at Oracle.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Sincerely,

Liam Nguyen
Oracle Team"
1,"Subject: Interview Success – IT Support Specialist at IBM

Dear Casey Smith,

You’re in! The role of IT Support Specialist at IBM is yours.

Next steps will include your offer package and our onboarding guide.

Warm regards,

Liam Nguyen
IBM Onboarding Desk"
0,"Subject: Recruitment Update – OpenAI

Dear Taylor Lee,

Although your background is strong, we’ve chosen to move forward with other candidates for the DevOps Engineer role.
Please stay connected with us for future opportunities.

Warm regards,

Sophie Patel
OpenAI Talent Acquisition"
0,"Subject: Interview Decision – IT Support Specialist at Atlassian

Dear Morgan Walker,

We appreciate your application for the IT Support Specialist position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Atlassian.

Sincerely,

Amanda Lee
Atlassian Recruiting Office"
1,"Subject: Interview Success – IT Support Specialist at Oracle

Hi Sydney Johnson,

After a detailed evaluation process, you’ve emerged as the final candidate for the IT Support Specialist role at Oracle.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Best regards,

Amanda Lee
Oracle Hiring Team"
1,"Subject: Interview Success – AI Researcher at Microsoft

Hi Casey Walker,

After a detailed evaluation process, you’ve emerged as the final candidate for the AI Researcher role at Microsoft.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Cheers,

Amanda Lee
Microsoft Hiring Team"
1,"Subject: Interview Success – Data Analyst at Amazon

Dear Morgan Smith,

Great news! Good news!

You're joining us as our next Data Analyst at Amazon.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Sincerely,

Liam Nguyen
Recruitment Office – Amazon"
0,"Subject: Interview Decision – UI/UX Designer at Amazon

Dear Jordan Lee,

We appreciate your application for the UI/UX Designer position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Amazon.

Kindly,

David Chen
Amazon Recruiting Office"
1,"Subject: Interview Success – DevOps Engineer at Adobe

Hi Alex Smith,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of DevOps Engineer.

Expect formal documents from HR soon.

Kindly,

David Chen
Recruitment – Adobe"
1,"Subject: Interview Success – AI Researcher at Amazon

Hi Morgan Johnson,

After a detailed evaluation process, you’ve emerged as the final candidate for the AI Researcher role at Amazon.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Sincerely,

Sophie Patel
Amazon Hiring Team"
1,"Subject: Interview Success – IT Support Specialist at Microsoft

Hi Taylor Smith,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of IT Support Specialist.

Expect formal documents from HR soon.

Warm regards,

Sophie Patel
Recruitment – Microsoft"
0,"Subject: Recruitment Update – Cisco

Dear Alex Johnson,

Thank you for taking the time to interview for the DevOps Engineer role at Cisco.
After careful consideration, we regret to inform you that we have decided not to proceed with your application.

Sincerely,

Olivia Lewis
Cisco Recruitment Team"
0,"
Dear Michael Gary Scott,
Thank you for your interest in the Associate, Data Sciences II (On-Site, Florham, NJ)-R00108579 position at AbbVie. After careful consideration, we regret to inform you that we have identified other candidates whose background and qualifications better match this opportunity. If, during the application process, you confirmed that you would like to learn about future career opportunities at AbbVie, we will retain your applicant file in our database and may reach out to inform you of openings that match your profile. Please continue to visit the website to search and apply for other positions that match your qualifications and career interests, and you may also wish to join our Talent Communities to stay up to date with new positions as they are posted. 
Thank you again for your interest in exploring career opportunities at AbbVie.
 Sincerely,
AbbVie Talent Acquisition"
1,"Subject: Interview Success – AI Researcher at Google

Hi Alex Smith,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of AI Researcher.

Expect formal documents from HR soon.

Cheers,

Amanda Lee
Recruitment – Google"
1,"Hi Michael Gary Scott,
Thank you for applying with Solenis for Data Insights Analyst in United States of America (Remote). We are excited to discover that you are pass in joining our company! We are currently reviewing next steps and should we feel your experience lines up with the needs of the position and our organization, please expect to hear from our team shortly.
In the meantime, you can learn more about Solenis and our vision of a healthy and safe world where people are free to live their lives by visiting solenis.com.
Best regards,
Solenis Talent Acquisition Team"
1,"Subject: Interview Success – DevOps Engineer at Google

Hi Alex Brown,

After a detailed evaluation process, you’ve emerged as the final candidate for the DevOps Engineer role at Google.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Sincerely,

Liam Nguyen
Google Hiring Team"
1,"Subject: Interview Success – IT Support Specialist at Amazon

Taylor Lee,

We’d like to formally offer you the IT Support Specialist position at Amazon.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Best regards,

Liam Nguyen
Amazon Team"
0,"Hello Michael Gary Scott,
Thank you for your interest in our Associate Materials Analyst opening.
We have just recently filled this position, and unfortunately will not be able to move forward with your candidacy at this time.
 
Should something change on our side, or we open another job that matches your background better, we will not hesitate to contact you.
Thank you again for your interest in an employment opportunity with Takara Bio USA, Inc., and we wish you the best in your current job search.
 
Takara Bio USA, Inc.
Human Resources Department
www.takarabio.com
800.662.2566"
1,"Subject: Interview Success – Software Engineer at Atlassian

Dear Jordan Johnson,

Great news! Good news!

You're joining us as our next Software Engineer at Atlassian.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Kindly,

Liam Nguyen
Recruitment Office – Atlassian"
1,"Subject: Interview Success – DevOps Engineer at Amazon

Dear Taylor Smith,

You’re in! The role of DevOps Engineer at Amazon is yours.

Next steps will include your offer package and our onboarding guide.

Sincerely,

Emily Thompson
Amazon Onboarding Desk"
1,"Subject: Interview Success – Software Engineer at Amazon

Hi Sydney Walker,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of Software Engineer.

Expect formal documents from HR soon.

Kindly,

Emily Thompson
Recruitment – Amazon"
0,"Subject: Interview Outcome – IT Support Specialist at Adobe

Dear Jordan Lee,

This is to notify you that your application for the IT Support Specialist role was not successful.
We thank you for your time and wish you all the best.

Warm regards,

Amanda Lee
Adobe Application Review Team"
0,"Subject: Interview Decision – Data Analyst at Adobe

Hi Morgan Smith,

We enjoyed speaking with you but will not be offering you the position of Data Analyst at this time.
We appreciate your time and wish you well in your career journey.

Cheers,

Liam Nguyen
Adobe People Operations"
1,"Hi Jordan Lee
Congratulations! You’ve successfully applied for the role of Intern - Business Development at Cadence. Thanks for letting us know you’re interested in joining our team. Our recruiting team will review your application and will be in contact with you if there is a fit. Sign into or create your candidate home account to check on the status of your application.
In the meantime, find out more about what makes Cadence a great place to work and stay connected with us on , and Twitter.
Thank you again for your interest in Cadence!
Warm Regards,
Cadence Talent Acquisition Team"
1,"Subject: Interview Success – UI/UX Designer at Atlassian

Morgan Smith,

We’d like to formally offer you the UI/UX Designer position at Atlassian.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Kindly,

Sophie Patel
Atlassian Team"
0,"Subject: Interview Decision – DevOps Engineer at Adobe

Dear Jordan Smith,

We appreciate your application for the DevOps Engineer position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Adobe.

Cheers,

Amanda Lee
Adobe Recruiting Office"
1,"Subject: Interview Success – IT Support Specialist at IBM

Hi Sydney Johnson,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of IT Support Specialist.

Expect formal documents from HR soon.

Best regards,

Amanda Lee
Recruitment – IBM"
1,"Subject: Interview Success – UI/UX Designer at IBM

Dear Casey Johnson,

You’re in! The role of UI/UX Designer at IBM is yours.

Next steps will include your offer package and our onboarding guide.

Cheers,

Sophie Patel
IBM Onboarding Desk"
0,"Subject: Regarding Your Interview – IT Support Specialist Role

Dear Taylor Smith,

Although your background is strong, we’ve chosen to move forward with other candidates for the IT Support Specialist role.
Please stay connected with us for future opportunities.

Warm regards,

Noah Clark
Adobe Talent Acquisition"
1,"Subject: Interview Success – UI/UX Designer at IBM

Casey Lee,

We’d like to formally offer you the UI/UX Designer position at IBM.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Warm regards,

Amanda Lee
IBM Team"
1,"Subject: Interview Success – Product Manager at Atlassian

Hi Taylor Walker,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of Product Manager.

Expect formal documents from HR soon.

Warm regards,

Amanda Lee
Recruitment – Atlassian"
0,"Hi Michael Gary Scott,
We appreciate your interest in working at Patreon and the time you invested in applying.
We have reviewed your application, and unfortunately, we have decided not to move forward in the process at this time. We encourage you to stay in touch with Patreon and reapply as future needs arise. 
Thanks again!
All the best,
The Patreon Talent Team"
1,"Subject: Interview Success – Data Analyst at Oracle

Jordan Smith,

We’d like to formally offer you the Data Analyst position at Oracle.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Kindly,

Liam Nguyen
Oracle Team"
0,"Hi Michael Gary Scott
Thank you for your time and effort to apply for a position and your keen interest to join us here at Workday. Unfortunately, the hiring team has decided to pursue with other candidates at this time and will not be moving forward with your application for JR-0090067 Data Analyst at Workday.
We appreciate every candidate who applies to Workday, and while this time you've not been successful we hope you’ll continue to consider us for employment in the future. To stay updated with the latest Workday opportunities, please check workday.com/careers regularly for new positions. If you're interested in keeping up to date why not 
We wish you success in your job search and professional pursuits.
Best,
Workday Talent Acquisition
 
This email was intended for 
Workday, Inc • 6110 Stoneridge Mall Road, Pleasanton, CA 94588"
0,"Subject: Interview Decision – Software Engineer at Amazon

Dear Sydney Walker,

We appreciate your application for the Software Engineer position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Amazon.

Kindly,

Amanda Lee
Amazon Recruiting Office"
1,"Subject: Interview Success – Software Engineer at Amazon

Hi Sydney Lee,

You’ve passed every interview round and impressed each of our panel members. We’d be honored to welcome you as a Software Engineer at Amazon.

Let’s get started! You’ll be receiving your onboarding steps within the next 48 hours.

Warm regards,

Sophie Patel
People & Culture – Amazon"
1,"Subject: Offer Confirmation – AI Researcher at IBM

Hi Alex Johnson,

We're thrilled to welcome you to the IBM family! Your application, assessments, and interview rounds were highly rated.
You'll be joining us as a AI Researcher. Our HR will be in contact to finalize details.

Warm regards,

David Chen
IBM Talent Acquisition"
1,"Subject: Interview Success – AI Researcher at Amazon

Hi Sydney Smith,

You’ve passed every interview round and impressed each of our panel members. We’d be honored to welcome you as a AI Researcher at Amazon.

Let’s get started! You’ll be receiving your onboarding steps within the next 48 hours.

Best regards,

Emily Thompson
People & Culture – Amazon"
1,"Subject: Interview Success – AI Researcher at Oracle

Dear Casey Walker,

Great news! Good news!

You're joining us as our next AI Researcher at Oracle.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Kindly,

Sophie Patel
Recruitment Office – Oracle"
1,"Subject: Interview Success – AI Researcher at Adobe

Hi Morgan Brown,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of AI Researcher.

Expect formal documents from HR soon.

Cheers,

Sophie Patel
Recruitment – Adobe"
1,"Subject: Interview Success – Data Analyst at Adobe

Alex Smith,

We’d like to formally offer you the Data Analyst position at Adobe.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Cheers,

Sophie Patel
Adobe Team"
1,"Subject: Interview Success – Data Analyst at Adobe

Hi Taylor Brown,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of Data Analyst.

Expect formal documents from HR soon.

Kindly,

Amanda Lee
Recruitment – Adobe"
1,"Subject: Interview Success – IT Support Specialist at Atlassian

Hi Sydney Walker,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of IT Support Specialist.

Expect formal documents from HR soon.

Cheers,

Liam Nguyen
Recruitment – Atlassian"
1,"Subject: Interview Success – Product Manager at Atlassian

Alex Johnson,

We’d like to formally offer you the Product Manager position at Atlassian.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Warm regards,

Sophie Patel
Atlassian Team"
0,"Hi Michael Gary Scott,
Thank you so much for taking the time to apply for the Data Analyst, Engineering and Operations role.
We know a lot of thought and consideration went into your application, and we genuinely appreciate your interest in joining the team here at GFiber. Unfortunately, we won't be advancing you to the next round of our hiring process at this time.
Thanks again for your interest in GFiber, and we look forward to you visiting us for other roles that may be a fit.
Regards,
GFiber"
1,"Subject: Interview Success – Software Engineer at Atlassian

Dear Alex Johnson,

Great news! Good news!

You're joining us as our next Software Engineer at Atlassian.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Warm regards,

Liam Nguyen
Recruitment Office – Atlassian"
0,"Subject: Interview Decision – Software Engineer at IBM

Hi Taylor Johnson,

We enjoyed speaking with you but will not be offering you the position of Software Engineer at this time.
We appreciate your time and wish you well in your career journey.

Cheers,

Liam Nguyen
IBM People Operations"
0,"Dear Michael Gary Scott,
Thank you for applying for the Data Scientist Summer/Fall Co-Op at Skyworks. We are writing to let you know that, unfortunately, the position has been closed. That said, your profile and resume will remain in our searchable database, and you may continue to maintain and update it by visiting our career site. 
We encourage you to sign up to receive new job posting notifications by joining our Talent Community at https://careers.skyworksinc.com/
Thank you for your interest in working for Skyworks!
Sincerely,
The Skyworks Talent Acquisition Team"
1,"Subject: Interview Success – AI Researcher at Oracle

Hi Morgan Lee,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of AI Researcher.

Expect formal documents from HR soon.

Cheers,

Liam Nguyen
Recruitment – Oracle"
1,"Subject: Interview Success – AI Researcher at Adobe

Dear Alex Johnson,

Great news! Good news!

You're joining us as our next AI Researcher at Adobe.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Best regards,

Sophie Patel
Recruitment Office – Adobe"
